date_id,full_date,year,quarter,month,day,month_name,year_month
522,2023-06-06,2023,2,6,6,Jun,2023-06
523,2023-06-07,2023,2,6,7,Jun,2023-06
524,2023-06-08,2023,2,6,8,Jun,2023-06
525,2023-06-09,2023,2,6,9,Jun,2023-06
526,2023-06-10,2023,2,6,10,Jun,2023-06
527,2023-06-11,2023,2,6,11,Jun,2023-06
528,2023-06-12,2023,2,6,12,Jun,2023-06
529,2023-06-13,2023,2,6,13,Jun,2023-06
530,2023-06-14,2023,2,6,14,Jun,2023-06
531,2023-06-15,2023,2,6,15,Jun,2023-06
532,2023-06-16,2023,2,6,16,Jun,2023-06
533,2023-06-17,2023,2,6,17,Jun,2023-06
534,2023-06-18,2023,2,6,18,Jun,2023-06
535,2023-06-19,2023,2,6,19,Jun,2023-06
536,2023-06-20,2023,2,6,20,Jun,2023-06
537,2023-06-21,2023,2,6,21,Jun,2023-06
538,2023-06-22,2023,2,6,22,Jun,2023-06
539,2023-06-23,2023,2,6,23,Jun,2023-06
540,2023-06-24,2023,2,6,24,Jun,2023-06
541,2023-06-25,2023,2,6,25,Jun,2023-06
542,2023-06-26,2023,2,6,26,Jun,2023-06
543,2023-06-27,2023,2,6,27,Jun,2023-06
544,2023-06-28,2023,2,6,28,Jun,2023-06
545,2023-06-29,2023,2,6,29,Jun,2023-06
546,2023-06-30,2023,2,6,30,Jun,2023-06
547,2023-07-01,2023,3,7,1,Jul,2023-07
548,2023-07-02,2023,3,7,2,Jul,2023-07
549,2023-07-03,2023,3,7,3,Jul,2023-07
550,2023-07-04,2023,3,7,4,Jul,2023-07
551,2023-07-05,2023,3,7,5,Jul,2023-07
552,2023-07-06,2023,3,7,6,Jul,2023-07
553,2023-07-07,2023,3,7,7,Jul,2023-07
554,2023-07-08,2023,3,7,8,Jul,2023-07
555,2023-07-09,2023,3,7,9,Jul,2023-07
556,2023-07-10,2023,3,7,10,Jul,2023-07
557,2023-07-11,2023,3,7,11,Jul,2023-07
558,2023-07-12,2023,3,7,12,Jul,2023-07
559,2023-07-13,2023,3,7,13,Jul,2023-07
560,2023-07-14,2023,3,7,14,Jul,2023-07
561,2023-07-15,2023,3,7,15,Jul,2023-07
562,2023-07-16,2023,3,7,16,Jul,2023-07
563,2023-07-17,2023,3,7,17,Jul,2023-07
564,2023-07-18,2023,3,7,18,Jul,2023-07
565,2023-07-19,2023,3,7,19,Jul,2023-07
566,2023-07-20,2023,3,7,20,Jul,2023-07
567,2023-07-21,2023,3,7,21,Jul,2023-07
568,2023-07-22,2023,3,7,22,Jul,2023-07
569,2023-07-23,2023,3,7,23,Jul,2023-07
570,2023-07-24,2023,3,7,24,Jul,2023-07
571,2023-07-25,2023,3,7,25,Jul,2023-07
572,2023-07-26,2023,3,7,26,Jul,2023-07
573,2023-07-27,2023,3,7,27,Jul,2023-07
574,2023-07-28,2023,3,7,28,Jul,2023-07
575,2023-07-29,2023,3,7,29,Jul,2023-07
576,2023-07-30,2023,3,7,30,Jul,2023-07
577,2023-07-31,2023,3,7,31,Jul,2023-07
578,2023-08-01,2023,3,8,1,Aug,2023-08
579,2023-08-02,2023,3,8,2,Aug,2023-08
580,2023-08-03,2023,3,8,3,Aug,2023-08
581,2023-08-04,2023,3,8,4,Aug,2023-08
582,2023-08-05,2023,3,8,5,Aug,2023-08
583,2023-08-06,2023,3,8,6,Aug,2023-08
584,2023-08-07,2023,3,8,7,Aug,2023-08
585,2023-08-08,2023,3,8,8,Aug,2023-08
586,2023-08-09,2023,3,8,9,Aug,2023-08
587,2023-08-10,2023,3,8,10,Aug,2023-08
588,2023-08-11,2023,3,8,11,Aug,2023-08
589,2023-08-12,2023,3,8,12,Aug,2023-08
590,2023-08-13,2023,3,8,13,Aug,2023-08
591,2023-08-14,2023,3,8,14,Aug,2023-08
592,2023-08-15,2023,3,8,15,Aug,2023-08
593,2023-08-16,2023,3,8,16,Aug,2023-08
594,2023-08-17,2023,3,8,17,Aug,2023-08
595,2023-08-18,2023,3,8,18,Aug,2023-08
596,2023-08-19,2023,3,8,19,Aug,2023-08
597,2023-08-20,2023,3,8,20,Aug,2023-08
598,2023-08-21,2023,3,8,21,Aug,2023-08
599,2023-08-22,2023,3,8,22,Aug,2023-08
600,2023-08-23,2023,3,8,23,Aug,2023-08
601,2023-08-24,2023,3,8,24,Aug,2023-08
602,2023-08-25,2023,3,8,25,Aug,2023-08
603,2023-08-26,2023,3,8,26,Aug,2023-08
604,2023-08-27,2023,3,8,27,Aug,2023-08
605,2023-08-28,2023,3,8,28,Aug,2023-08
606,2023-08-29,2023,3,8,29,Aug,2023-08
607,2023-08-30,2023,3,8,30,Aug,2023-08
608,2023-08-31,2023,3,8,31,Aug,2023-08
609,2023-09-01,2023,3,9,1,Sep,2023-09
610,2023-09-02,2023,3,9,2,Sep,2023-09
611,2023-09-03,2023,3,9,3,Sep,2023-09
612,2023-09-04,2023,3,9,4,Sep,2023-09
613,2023-09-05,2023,3,9,5,Sep,2023-09
614,2023-09-06,2023,3,9,6,Sep,2023-09
615,2023-09-07,2023,3,9,7,Sep,2023-09
616,2023-09-08,2023,3,9,8,Sep,2023-09
617,2023-09-09,2023,3,9,9,Sep,2023-09
618,2023-09-10,2023,3,9,10,Sep,2023-09
619,2023-09-11,2023,3,9,11,Sep,2023-09
620,2023-09-12,2023,3,9,12,Sep,2023-09
621,2023-09-13,2023,3,9,13,Sep,2023-09
622,2023-09-14,2023,3,9,14,Sep,2023-09
623,2023-09-15,2023,3,9,15,Sep,2023-09
624,2023-09-16,2023,3,9,16,Sep,2023-09
625,2023-09-17,2023,3,9,17,Sep,2023-09
626,2023-09-18,2023,3,9,18,Sep,2023-09
627,2023-09-19,2023,3,9,19,Sep,2023-09
628,2023-09-20,2023,3,9,20,Sep,2023-09
629,2023-09-21,2023,3,9,21,Sep,2023-09
630,2023-09-22,2023,3,9,22,Sep,2023-09
631,2023-09-23,2023,3,9,23,Sep,2023-09
632,2023-09-24,2023,3,9,24,Sep,2023-09
633,2023-09-25,2023,3,9,25,Sep,2023-09
634,2023-09-26,2023,3,9,26,Sep,2023-09
635,2023-09-27,2023,3,9,27,Sep,2023-09
636,2023-09-28,2023,3,9,28,Sep,2023-09
637,2023-09-29,2023,3,9,29,Sep,2023-09
638,2023-09-30,2023,3,9,30,Sep,2023-09
639,2023-10-01,2023,4,10,1,Oct,2023-10
640,2023-10-02,2023,4,10,2,Oct,2023-10
641,2023-10-03,2023,4,10,3,Oct,2023-10
642,2023-10-04,2023,4,10,4,Oct,2023-10
643,2023-10-05,2023,4,10,5,Oct,2023-10
644,2023-10-06,2023,4,10,6,Oct,2023-10
645,2023-10-07,2023,4,10,7,Oct,2023-10
646,2023-10-08,2023,4,10,8,Oct,2023-10
647,2023-10-09,2023,4,10,9,Oct,2023-10
648,2023-10-10,2023,4,10,10,Oct,2023-10
649,2023-10-11,2023,4,10,11,Oct,2023-10
650,2023-10-12,2023,4,10,12,Oct,2023-10
651,2023-10-13,2023,4,10,13,Oct,2023-10
652,2023-10-14,2023,4,10,14,Oct,2023-10
653,2023-10-15,2023,4,10,15,Oct,2023-10
654,2023-10-16,2023,4,10,16,Oct,2023-10
655,2023-10-17,2023,4,10,17,Oct,2023-10
656,2023-10-18,2023,4,10,18,Oct,2023-10
657,2023-10-19,2023,4,10,19,Oct,2023-10
658,2023-10-20,2023,4,10,20,Oct,2023-10
659,2023-10-21,2023,4,10,21,Oct,2023-10
660,2023-10-22,2023,4,10,22,Oct,2023-10
661,2023-10-23,2023,4,10,23,Oct,2023-10
662,2023-10-24,2023,4,10,24,Oct,2023-10
663,2023-10-25,2023,4,10,25,Oct,2023-10
664,2023-10-26,2023,4,10,26,Oct,2023-10
665,2023-10-27,2023,4,10,27,Oct,2023-10
666,2023-10-28,2023,4,10,28,Oct,2023-10
667,2023-10-29,2023,4,10,29,Oct,2023-10
668,2023-10-30,2023,4,10,30,Oct,2023-10
669,2023-10-31,2023,4,10,31,Oct,2023-10
670,2023-11-01,2023,4,11,1,Nov,2023-11
671,2023-11-02,2023,4,11,2,Nov,2023-11
672,2023-11-03,2023,4,11,3,Nov,2023-11
673,2023-11-04,2023,4,11,4,Nov,2023-11
674,2023-11-05,2023,4,11,5,Nov,2023-11
675,2023-11-06,2023,4,11,6,Nov,2023-11
676,2023-11-07,2023,4,11,7,Nov,2023-11
677,2023-11-08,2023,4,11,8,Nov,2023-11
678,2023-11-09,2023,4,11,9,Nov,2023-11
679,2023-11-10,2023,4,11,10,Nov,2023-11
680,2023-11-11,2023,4,11,11,Nov,2023-11
681,2023-11-12,2023,4,11,12,Nov,2023-11
682,2023-11-13,2023,4,11,13,Nov,2023-11
683,2023-11-14,2023,4,11,14,Nov,2023-11
684,2023-11-15,2023,4,11,15,Nov,2023-11
685,2023-11-16,2023,4,11,16,Nov,2023-11
686,2023-11-17,2023,4,11,17,Nov,2023-11
687,2023-11-18,2023,4,11,18,Nov,2023-11
688,2023-11-19,2023,4,11,19,Nov,2023-11
689,2023-11-20,2023,4,11,20,Nov,2023-11
690,2023-11-21,2023,4,11,21,Nov,2023-11
691,2023-11-22,2023,4,11,22,Nov,2023-11
692,2023-11-23,2023,4,11,23,Nov,2023-11
693,2023-11-24,2023,4,11,24,Nov,2023-11
694,2023-11-25,2023,4,11,25,Nov,2023-11
695,2023-11-26,2023,4,11,26,Nov,2023-11
696,2023-11-27,2023,4,11,27,Nov,2023-11
697,2023-11-28,2023,4,11,28,Nov,2023-11
698,2023-11-29,2023,4,11,29,Nov,2023-11
699,2023-11-30,2023,4,11,30,Nov,2023-11
700,2023-12-01,2023,4,12,1,Dec,2023-12
701,2023-12-02,2023,4,12,2,Dec,2023-12
702,2023-12-03,2023,4,12,3,Dec,2023-12
703,2023-12-04,2023,4,12,4,Dec,2023-12
704,2023-12-05,2023,4,12,5,Dec,2023-12
705,2023-12-06,2023,4,12,6,Dec,2023-12
706,2023-12-07,2023,4,12,7,Dec,2023-12
707,2023-12-08,2023,4,12,8,Dec,2023-12
708,2023-12-09,2023,4,12,9,Dec,2023-12
709,2023-12-10,2023,4,12,10,Dec,2023-12
710,2023-12-11,2023,4,12,11,Dec,2023-12
711,2023-12-12,2023,4,12,12,Dec,2023-12
712,2023-12-13,2023,4,12,13,Dec,2023-12
713,2023-12-14,2023,4,12,14,Dec,2023-12
714,2023-12-15,2023,4,12,15,Dec,2023-12
715,2023-12-16,2023,4,12,16,Dec,2023-12
716,2023-12-17,2023,4,12,17,Dec,2023-12
717,2023-12-18,2023,4,12,18,Dec,2023-12
718,2023-12-19,2023,4,12,19,Dec,2023-12
719,2023-12-20,2023,4,12,20,Dec,2023-12
720,2023-12-21,2023,4,12,21,Dec,2023-12
721,2023-12-22,2023,4,12,22,Dec,2023-12
722,2023-12-23,2023,4,12,23,Dec,2023-12
723,2023-12-24,2023,4,12,24,Dec,2023-12
724,2023-12-25,2023,4,12,25,Dec,2023-12
725,2023-12-26,2023,4,12,26,Dec,2023-12
726,2023-12-27,2023,4,12,27,Dec,2023-12
727,2023-12-28,2023,4,12,28,Dec,2023-12
728,2023-12-29,2023,4,12,29,Dec,2023-12
729,2023-12-30,2023,4,12,30,Dec,2023-12
730,2023-12-31,2023,4,12,31,Dec,2023-12
731,2024-01-01,2024,1,1,1,Jan,2024-01
732,2024-01-02,2024,1,1,2,Jan,2024-01
733,2024-01-03,2024,1,1,3,Jan,2024-01
734,2024-01-04,2024,1,1,4,Jan,2024-01
735,2024-01-05,2024,1,1,5,Jan,2024-01
736,2024-01-06,2024,1,1,6,Jan,2024-01
737,2024-01-07,2024,1,1,7,Jan,2024-01
738,2024-01-08,2024,1,1,8,Jan,2024-01
739,2024-01-09,2024,1,1,9,Jan,2024-01
740,2024-01-10,2024,1,1,10,Jan,2024-01
741,2024-01-11,2024,1,1,11,Jan,2024-01
742,2024-01-12,2024,1,1,12,Jan,2024-01
743,2024-01-13,2024,1,1,13,Jan,2024-01
744,2024-01-14,2024,1,1,14,Jan,2024-01
745,2024-01-15,2024,1,1,15,Jan,2024-01
746,2024-01-16,2024,1,1,16,Jan,2024-01
747,2024-01-17,2024,1,1,17,Jan,2024-01
748,2024-01-18,2024,1,1,18,Jan,2024-01
749,2024-01-19,2024,1,1,19,Jan,2024-01
750,2024-01-20,2024,1,1,20,Jan,2024-01
751,2024-01-21,2024,1,1,21,Jan,2024-01
752,2024-01-22,2024,1,1,22,Jan,2024-01
753,2024-01-23,2024,1,1,23,Jan,2024-01
754,2024-01-24,2024,1,1,24,Jan,2024-01
755,2024-01-25,2024,1,1,25,Jan,2024-01
756,2024-01-26,2024,1,1,26,Jan,2024-01
757,2024-01-27,2024,1,1,27,Jan,2024-01
758,2024-01-28,2024,1,1,28,Jan,2024-01
759,2024-01-29,2024,1,1,29,Jan,2024-01
760,2024-01-30,2024,1,1,30,Jan,2024-01
761,2024-01-31,2024,1,1,31,Jan,2024-01
762,2024-02-01,2024,1,2,1,Feb,2024-02
763,2024-02-02,2024,1,2,2,Feb,2024-02
764,2024-02-03,2024,1,2,3,Feb,2024-02
765,2024-02-04,2024,1,2,4,Feb,2024-02
766,2024-02-05,2024,1,2,5,Feb,2024-02
767,2024-02-06,2024,1,2,6,Feb,2024-02
768,2024-02-07,2024,1,2,7,Feb,2024-02
769,2024-02-08,2024,1,2,8,Feb,2024-02
770,2024-02-09,2024,1,2,9,Feb,2024-02
771,2024-02-10,2024,1,2,10,Feb,2024-02
772,2024-02-11,2024,1,2,11,Feb,2024-02
773,2024-02-12,2024,1,2,12,Feb,2024-02
774,2024-02-13,2024,1,2,13,Feb,2024-02
775,2024-02-14,2024,1,2,14,Feb,2024-02
776,2024-02-15,2024,1,2,15,Feb,2024-02
777,2024-02-16,2024,1,2,16,Feb,2024-02
778,2024-02-17,2024,1,2,17,Feb,2024-02
779,2024-02-18,2024,1,2,18,Feb,2024-02
780,2024-02-19,2024,1,2,19,Feb,2024-02
781,2024-02-20,2024,1,2,20,Feb,2024-02
782,2024-02-21,2024,1,2,21,Feb,2024-02
783,2024-02-22,2024,1,2,22,Feb,2024-02
784,2024-02-23,2024,1,2,23,Feb,2024-02
785,2024-02-24,2024,1,2,24,Feb,2024-02
786,2024-02-25,2024,1,2,25,Feb,2024-02
787,2024-02-26,2024,1,2,26,Feb,2024-02
788,2024-02-27,2024,1,2,27,Feb,2024-02
789,2024-02-28,2024,1,2,28,Feb,2024-02
790,2024-02-29,2024,1,2,29,Feb,2024-02
791,2024-03-01,2024,1,3,1,Mar,2024-03
792,2024-03-02,2024,1,3,2,Mar,2024-03
793,2024-03-03,2024,1,3,3,Mar,2024-03
794,2024-03-04,2024,1,3,4,Mar,2024-03
795,2024-03-05,2024,1,3,5,Mar,2024-03
796,2024-03-06,2024,1,3,6,Mar,2024-03
797,2024-03-07,2024,1,3,7,Mar,2024-03
798,2024-03-08,2024,1,3,8,Mar,2024-03
799,2024-03-09,2024,1,3,9,Mar,2024-03
800,2024-03-10,2024,1,3,10,Mar,2024-03
801,2024-03-11,2024,1,3,11,Mar,2024-03
802,2024-03-12,2024,1,3,12,Mar,2024-03
803,2024-03-13,2024,1,3,13,Mar,2024-03
804,2024-03-14,2024,1,3,14,Mar,2024-03
805,2024-03-15,2024,1,3,15,Mar,2024-03
806,2024-03-16,2024,1,3,16,Mar,2024-03
807,2024-03-17,2024,1,3,17,Mar,2024-03
808,2024-03-18,2024,1,3,18,Mar,2024-03
809,2024-03-19,2024,1,3,19,Mar,2024-03
810,2024-03-20,2024,1,3,20,Mar,2024-03
811,2024-03-21,2024,1,3,21,Mar,2024-03
812,2024-03-22,2024,1,3,22,Mar,2024-03
813,2024-03-23,2024,1,3,23,Mar,2024-03
814,2024-03-24,2024,1,3,24,Mar,2024-03
815,2024-03-25,2024,1,3,25,Mar,2024-03
816,2024-03-26,2024,1,3,26,Mar,2024-03
817,2024-03-27,2024,1,3,27,Mar,2024-03
818,2024-03-28,2024,1,3,28,Mar,2024-03
819,2024-03-29,2024,1,3,29,Mar,2024-03
820,2024-03-30,2024,1,3,30,Mar,2024-03
821,2024-03-31,2024,1,3,31,Mar,2024-03
822,2024-04-01,2024,2,4,1,Apr,2024-04
823,2024-04-02,2024,2,4,2,Apr,2024-04
824,2024-04-03,2024,2,4,3,Apr,2024-04
825,2024-04-04,2024,2,4,4,Apr,2024-04
826,2024-04-05,2024,2,4,5,Apr,2024-04
827,2024-04-06,2024,2,4,6,Apr,2024-04
828,2024-04-07,2024,2,4,7,Apr,2024-04
829,2024-04-08,2024,2,4,8,Apr,2024-04
830,2024-04-09,2024,2,4,9,Apr,2024-04
831,2024-04-10,2024,2,4,10,Apr,2024-04
832,2024-04-11,2024,2,4,11,Apr,2024-04
833,2024-04-12,2024,2,4,12,Apr,2024-04
834,2024-04-13,2024,2,4,13,Apr,2024-04
835,2024-04-14,2024,2,4,14,Apr,2024-04
836,2024-04-15,2024,2,4,15,Apr,2024-04
837,2024-04-16,2024,2,4,16,Apr,2024-04
838,2024-04-17,2024,2,4,17,Apr,2024-04
839,2024-04-18,2024,2,4,18,Apr,2024-04
840,2024-04-19,2024,2,4,19,Apr,2024-04
841,2024-04-20,2024,2,4,20,Apr,2024-04
842,2024-04-21,2024,2,4,21,Apr,2024-04
843,2024-04-22,2024,2,4,22,Apr,2024-04
844,2024-04-23,2024,2,4,23,Apr,2024-04
845,2024-04-24,2024,2,4,24,Apr,2024-04
846,2024-04-25,2024,2,4,25,Apr,2024-04
847,2024-04-26,2024,2,4,26,Apr,2024-04
848,2024-04-27,2024,2,4,27,Apr,2024-04
849,2024-04-28,2024,2,4,28,Apr,2024-04
850,2024-04-29,2024,2,4,29,Apr,2024-04
851,2024-04-30,2024,2,4,30,Apr,2024-04
852,2024-05-01,2024,2,5,1,May,2024-05
853,2024-05-02,2024,2,5,2,May,2024-05
854,2024-05-03,2024,2,5,3,May,2024-05
855,2024-05-04,2024,2,5,4,May,2024-05
856,2024-05-05,2024,2,5,5,May,2024-05
857,2024-05-06,2024,2,5,6,May,2024-05
858,2024-05-07,2024,2,5,7,May,2024-05
859,2024-05-08,2024,2,5,8,May,2024-05
860,2024-05-09,2024,2,5,9,May,2024-05
861,2024-05-10,2024,2,5,10,May,2024-05
862,2024-05-11,2024,2,5,11,May,2024-05
863,2024-05-12,2024,2,5,12,May,2024-05
864,2024-05-13,2024,2,5,13,May,2024-05
865,2024-05-14,2024,2,5,14,May,2024-05
866,2024-05-15,2024,2,5,15,May,2024-05
867,2024-05-16,2024,2,5,16,May,2024-05
868,2024-05-17,2024,2,5,17,May,2024-05
869,2024-05-18,2024,2,5,18,May,2024-05
870,2024-05-19,2024,2,5,19,May,2024-05
871,2024-05-20,2024,2,5,20,May,2024-05
872,2024-05-21,2024,2,5,21,May,2024-05
873,2024-05-22,2024,2,5,22,May,2024-05
874,2024-05-23,2024,2,5,23,May,2024-05
875,2024-05-24,2024,2,5,24,May,2024-05
876,2024-05-25,2024,2,5,25,May,2024-05
877,2024-05-26,2024,2,5,26,May,2024-05
878,2024-05-27,2024,2,5,27,May,2024-05
879,2024-05-28,2024,2,5,28,May,2024-05
880,2024-05-29,2024,2,5,29,May,2024-05
881,2024-05-30,2024,2,5,30,May,2024-05
882,2024-05-31,2024,2,5,31,May,2024-05
883,2024-06-01,2024,2,6,1,Jun,2024-06
884,2024-06-02,2024,2,6,2,Jun,2024-06
885,2024-06-03,2024,2,6,3,Jun,2024-06
886,2024-06-04,2024,2,6,4,Jun,2024-06
887,2024-06-05,2024,2,6,5,Jun,2024-06
888,2024-06-06,2024,2,6,6,Jun,2024-06
889,2024-06-07,2024,2,6,7,Jun,2024-06
890,2024-06-08,2024,2,6,8,Jun,2024-06
891,2024-06-09,2024,2,6,9,Jun,2024-06
892,2024-06-10,2024,2,6,10,Jun,2024-06
893,2024-06-11,2024,2,6,11,Jun,2024-06
894,2024-06-12,2024,2,6,12,Jun,2024-06
895,2024-06-13,2024,2,6,13,Jun,2024-06
896,2024-06-14,2024,2,6,14,Jun,2024-06
897,2024-06-15,2024,2,6,15,Jun,2024-06
898,2024-06-16,2024,2,6,16,Jun,2024-06
899,2024-06-17,2024,2,6,17,Jun,2024-06
900,2024-06-18,2024,2,6,18,Jun,2024-06
901,2024-06-19,2024,2,6,19,Jun,2024-06
902,2024-06-20,2024,2,6,20,Jun,2024-06
903,2024-06-21,2024,2,6,21,Jun,2024-06
904,2024-06-22,2024,2,6,22,Jun,2024-06
905,2024-06-23,2024,2,6,23,Jun,2024-06
906,2024-06-24,2024,2,6,24,Jun,2024-06
907,2024-06-25,2024,2,6,25,Jun,2024-06
908,2024-06-26,2024,2,6,26,Jun,2024-06
909,2024-06-27,2024,2,6,27,Jun,2024-06
910,2024-06-28,2024,2,6,28,Jun,2024-06
911,2024-06-29,2024,2,6,29,Jun,2024-06
912,2024-06-30,2024,2,6,30,Jun,2024-06
913,2024-07-01,2024,3,7,1,Jul,2024-07
914,2024-07-02,2024,3,7,2,Jul,2024-07
915,2024-07-03,2024,3,7,3,Jul,2024-07
916,2024-07-04,2024,3,7,4,Jul,2024-07
917,2024-07-05,2024,3,7,5,Jul,2024-07
918,2024-07-06,2024,3,7,6,Jul,2024-07
919,2024-07-07,2024,3,7,7,Jul,2024-07
920,2024-07-08,2024,3,7,8,Jul,2024-07
921,2024-07-09,2024,3,7,9,Jul,2024-07
922,2024-07-10,2024,3,7,10,Jul,2024-07
923,2024-07-11,2024,3,7,11,Jul,2024-07
924,2024-07-12,2024,3,7,12,Jul,2024-07
925,2024-07-13,2024,3,7,13,Jul,2024-07
926,2024-07-14,2024,3,7,14,Jul,2024-07
927,2024-07-15,2024,3,7,15,Jul,2024-07
928,2024-07-16,2024,3,7,16,Jul,2024-07
929,2024-07-17,2024,3,7,17,Jul,2024-07
930,2024-07-18,2024,3,7,18,Jul,2024-07
931,2024-07-19,2024,3,7,19,Jul,2024-07
932,2024-07-20,2024,3,7,20,Jul,2024-07
933,2024-07-21,2024,3,7,21,Jul,2024-07
934,2024-07-22,2024,3,7,22,Jul,2024-07
935,2024-07-23,2024,3,7,23,Jul,2024-07
936,2024-07-24,2024,3,7,24,Jul,2024-07
937,2024-07-25,2024,3,7,25,Jul,2024-07
938,2024-07-26,2024,3,7,26,Jul,2024-07
939,2024-07-27,2024,3,7,27,Jul,2024-07
940,2024-07-28,2024,3,7,28,Jul,2024-07
941,2024-07-29,2024,3,7,29,Jul,2024-07
942,2024-07-30,2024,3,7,30,Jul,2024-07
943,2024-07-31,2024,3,7,31,Jul,2024-07
944,2024-08-01,2024,3,8,1,Aug,2024-08
945,2024-08-02,2024,3,8,2,Aug,2024-08
946,2024-08-03,2024,3,8,3,Aug,2024-08
947,2024-08-04,2024,3,8,4,Aug,2024-08
948,2024-08-05,2024,3,8,5,Aug,2024-08
949,2024-08-06,2024,3,8,6,Aug,2024-08
950,2024-08-07,2024,3,8,7,Aug,2024-08
951,2024-08-08,2024,3,8,8,Aug,2024-08
952,2024-08-09,2024,3,8,9,Aug,2024-08
953,2024-08-10,2024,3,8,10,Aug,2024-08
954,2024-08-11,2024,3,8,11,Aug,2024-08
955,2024-08-12,2024,3,8,12,Aug,2024-08
956,2024-08-13,2024,3,8,13,Aug,2024-08
957,2024-08-14,2024,3,8,14,Aug,2024-08
958,2024-08-15,2024,3,8,15,Aug,2024-08
959,2024-08-16,2024,3,8,16,Aug,2024-08
960,2024-08-17,2024,3,8,17,Aug,2024-08
961,2024-08-18,2024,3,8,18,Aug,2024-08
962,2024-08-19,2024,3,8,19,Aug,2024-08
963,2024-08-20,2024,3,8,20,Aug,2024-08
964,2024-08-21,2024,3,8,21,Aug,2024-08
965,2024-08-22,2024,3,8,22,Aug,2024-08
966,2024-08-23,2024,3,8,23,Aug,2024-08
967,2024-08-24,2024,3,8,24,Aug,2024-08
968,2024-08-25,2024,3,8,25,Aug,2024-08
969,2024-08-26,2024,3,8,26,Aug,2024-08
970,2024-08-27,2024,3,8,27,Aug,2024-08
971,2024-08-28,2024,3,8,28,Aug,2024-08
972,2024-08-29,2024,3,8,29,Aug,2024-08
973,2024-08-30,2024,3,8,30,Aug,2024-08
974,2024-08-31,2024,3,8,31,Aug,2024-08
975,2024-09-01,2024,3,9,1,Sep,2024-09
976,2024-09-02,2024,3,9,2,Sep,2024-09
977,2024-09-03,2024,3,9,3,Sep,2024-09
978,2024-09-04,2024,3,9,4,Sep,2024-09
979,2024-09-05,2024,3,9,5,Sep,2024-09
980,2024-09-06,2024,3,9,6,Sep,2024-09
981,2024-09-07,2024,3,9,7,Sep,2024-09
982,2024-09-08,2024,3,9,8,Sep,2024-09
983,2024-09-09,2024,3,9,9,Sep,2024-09
984,2024-09-10,2024,3,9,10,Sep,2024-09
985,2024-09-11,2024,3,9,11,Sep,2024-09
986,2024-09-12,2024,3,9,12,Sep,2024-09
987,2024-09-13,2024,3,9,13,Sep,2024-09
988,2024-09-14,2024,3,9,14,Sep,2024-09
989,2024-09-15,2024,3,9,15,Sep,2024-09
990,2024-09-16,2024,3,9,16,Sep,2024-09
991,2024-09-17,2024,3,9,17,Sep,2024-09
992,2024-09-18,2024,3,9,18,Sep,2024-09
993,2024-09-19,2024,3,9,19,Sep,2024-09
994,2024-09-20,2024,3,9,20,Sep,2024-09
995,2024-09-21,2024,3,9,21,Sep,2024-09
996,2024-09-22,2024,3,9,22,Sep,2024-09
997,2024-09-23,2024,3,9,23,Sep,2024-09
998,2024-09-24,2024,3,9,24,Sep,2024-09
999,2024-09-25,2024,3,9,25,Sep,2024-09
1000,2024-09-26,2024,3,9,26,Sep,2024-09
1001,2024-09-27,2024,3,9,27,Sep,2024-09
1002,2024-09-28,2024,3,9,28,Sep,2024-09
1003,2024-09-29,2024,3,9,29,Sep,2024-09
1004,2024-09-30,2024,3,9,30,Sep,2024-09
1005,2024-10-01,2024,4,10,1,Oct,2024-10
1006,2024-10-02,2024,4,10,2,Oct,2024-10
1007,2024-10-03,2024,4,10,3,Oct,2024-10
1008,2024-10-04,2024,4,10,4,Oct,2024-10
1009,2024-10-05,2024,4,10,5,Oct,2024-10
1010,2024-10-06,2024,4,10,6,Oct,2024-10
1011,2024-10-07,2024,4,10,7,Oct,2024-10
1012,2024-10-08,2024,4,10,8,Oct,2024-10
1013,2024-10-09,2024,4,10,9,Oct,2024-10
1014,2024-10-10,2024,4,10,10,Oct,2024-10
1015,2024-10-11,2024,4,10,11,Oct,2024-10
1016,2024-10-12,2024,4,10,12,Oct,2024-10
1017,2024-10-13,2024,4,10,13,Oct,2024-10
1018,2024-10-14,2024,4,10,14,Oct,2024-10
1019,2024-10-15,2024,4,10,15,Oct,2024-10
1020,2024-10-16,2024,4,10,16,Oct,2024-10
1021,2024-10-17,2024,4,10,17,Oct,2024-10
1022,2024-10-18,2024,4,10,18,Oct,2024-10
1023,2024-10-19,2024,4,10,19,Oct,2024-10
1024,2024-10-20,2024,4,10,20,Oct,2024-10
1025,2024-10-21,2024,4,10,21,Oct,2024-10
1026,2024-10-22,2024,4,10,22,Oct,2024-10
1027,2024-10-23,2024,4,10,23,Oct,2024-10
1028,2024-10-24,2024,4,10,24,Oct,2024-10
1029,2024-10-25,2024,4,10,25,Oct,2024-10
1030,2024-10-26,2024,4,10,26,Oct,2024-10
1031,2024-10-27,2024,4,10,27,Oct,2024-10
1032,2024-10-28,2024,4,10,28,Oct,2024-10
1033,2024-10-29,2024,4,10,29,Oct,2024-10
1034,2024-10-30,2024,4,10,30,Oct,2024-10
1035,2024-10-31,2024,4,10,31,Oct,2024-10
1036,2024-11-01,2024,4,11,1,Nov,2024-11
1037,2024-11-02,2024,4,11,2,Nov,2024-11
1038,2024-11-03,2024,4,11,3,Nov,2024-11
1039,2024-11-04,2024,4,11,4,Nov,2024-11
