investor_id,fund_code,date_id,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001719,149324,880,SIP,1055,Rajasthan,Udaipur,B30,26-35,Male,19.2,Cheque,Verified
INV002179,118634,880,SIP,1661,Haryana,Gurugram,T30,26-35,Female,12.0,Cheque,Verified
INV002764,148567,880,Lumpsum,257997,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,UPI,Verified
INV001151,125498,880,SIP,1045,Uttar Pradesh,Agra,B30,26-35,Male,11.2,Mandate,Verified
INV003332,119095,880,SIP,2934,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Cheque,Verified
INV003654,101206,880,SIP,5871,Delhi,New Delhi,T30,18-25,Male,6.6,Mandate,Verified
INV002656,118633,880,SIP,422,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Cheque,Verified
INV000267,118634,880,Redemption,249365,Telangana,Hyderabad,T30,26-35,Male,17.7,Mandate,Verified
INV002696,120842,880,SIP,402,Punjab,Amritsar,B30,18-25,Male,7.1,Mandate,Verified
INV000326,120844,880,SIP,9354,Madhya Pradesh,Bhopal,B30,26-35,Female,11.0,Net Banking,Verified
INV004388,119095,880,SIP,1117,Gujarat,Surat,T30,26-35,Female,10.3,UPI,Verified
INV000164,100016,880,SIP,5556,Rajasthan,Udaipur,B30,18-25,Male,6.0,Net Banking,Verified
INV003731,120507,880,Redemption,338176,Tamil Nadu,Coimbatore,B30,26-35,Female,9.9,Cheque,Verified
INV000036,120503,880,SIP,2722,West Bengal,Kolkata,T30,36-45,Male,49.7,UPI,Verified
INV004493,148569,880,Lumpsum,319084,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Cheque,Verified
INV000496,118636,880,Lumpsum,310422,Maharashtra,Mumbai,T30,36-45,Male,14.3,Net Banking,Verified
INV003075,100025,880,SIP,42141,Delhi,Gurugram,T30,46-55,Male,83.5,UPI,Pending
INV000087,149324,880,Lumpsum,416051,Rajasthan,Jaipur,T30,36-45,Male,56.2,Cheque,Verified
INV002137,119094,880,SIP,2078,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Net Banking,Verified
INV003063,149324,880,SIP,1679,Maharashtra,Mumbai,T30,36-45,Female,45.0,Mandate,Verified
INV000631,148567,880,SIP,2061,Delhi,Noida,T30,36-45,Female,48.6,Net Banking,Verified
INV003248,119093,880,SIP,8682,Karnataka,Mysore,B30,26-35,Male,6.5,UPI,Verified
INV001753,100025,880,SIP,24210,Rajasthan,Jaipur,T30,26-35,Male,10.0,Net Banking,Verified
INV000522,119092,880,Lumpsum,336878,Punjab,Chandigarh,T30,26-35,Female,10.8,UPI,Verified
INV000470,149322,880,Lumpsum,193648,Madhya Pradesh,Bhopal,B30,26-35,Male,17.8,Net Banking,Verified
INV000073,120504,880,SIP,26594,Punjab,Amritsar,B30,18-25,Male,5.5,Cheque,Pending
INV001903,118633,881,Lumpsum,436193,Delhi,New Delhi,T30,26-35,Female,8.8,Net Banking,Verified
INV003450,118633,881,SIP,57670,Maharashtra,Nashik,B30,18-25,Female,4.2,Mandate,Verified
INV002062,119552,881,Lumpsum,272731,Telangana,Hyderabad,T30,18-25,Male,5.5,Net Banking,Verified
INV003501,120843,881,SIP,2260,Rajasthan,Udaipur,B30,26-35,Female,24.7,UPI,Verified
INV003473,101206,881,SIP,10046,Telangana,Hyderabad,T30,26-35,Male,16.5,UPI,Verified
INV002120,101208,881,SIP,5983,Tamil Nadu,Chennai,T30,26-35,Male,13.8,UPI,Verified
INV001903,119552,881,Lumpsum,386717,Delhi,New Delhi,T30,26-35,Female,8.8,Mandate,Verified
INV003311,118636,881,SIP,2298,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,Mandate,Verified
INV003151,149322,881,SIP,559,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,Cheque,Verified
INV003264,119094,881,SIP,2212,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified
INV001661,118635,881,SIP,2996,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Net Banking,Verified
INV003495,118636,881,SIP,5617,West Bengal,Kolkata,T30,26-35,Female,22.9,Mandate,Verified
INV003423,102885,881,Lumpsum,91994,Delhi,Noida,T30,18-25,Female,3.2,Mandate,Verified
INV003338,120505,881,SIP,1147,Haryana,Faridabad,B30,46-55,Male,69.2,Net Banking,Verified
INV003344,120843,881,SIP,1030,Haryana,Gurugram,T30,36-45,Female,52.5,Cheque,Verified
INV002149,100033,881,Lumpsum,444118,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Cheque,Verified
INV003529,119094,881,SIP,2827,Tamil Nadu,Chennai,T30,36-45,Female,36.6,Net Banking,Verified
INV001550,102885,881,SIP,5122,Punjab,Chandigarh,T30,18-25,Male,4.1,Mandate,Verified
INV001950,100025,881,SIP,2107,Maharashtra,Pune,T30,26-35,Female,6.0,Net Banking,Verified
INV003974,148568,881,Redemption,297422,Maharashtra,Nashik,B30,46-55,Male,73.6,UPI,Verified
INV004700,125497,881,SIP,2770,Gujarat,Ahmedabad,T30,26-35,Male,15.9,Net Banking,Verified
INV004866,120843,881,Lumpsum,336270,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Mandate,Verified
INV003744,125498,881,SIP,8275,Karnataka,Mysore,B30,18-25,Female,4.1,UPI,Verified
INV000214,120507,881,Redemption,61973,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Net Banking,Verified
INV000801,120843,881,Redemption,223451,Karnataka,Mysore,B30,36-45,Male,18.3,Net Banking,Verified
INV002654,118635,881,SIP,10097,Delhi,New Delhi,T30,36-45,Female,38.2,UPI,Verified
INV004701,119094,881,SIP,4931,Haryana,Gurugram,T30,26-35,Male,7.3,UPI,Verified
INV000637,118633,881,SIP,8132,Punjab,Chandigarh,T30,26-35,Male,13.9,UPI,Verified
INV004205,120844,881,Redemption,148175,Telangana,Hyderabad,T30,56+,Female,56.9,Cheque,Verified
INV000895,118632,881,SIP,5809,Rajasthan,Udaipur,B30,26-35,Male,19.5,Cheque,Verified
INV000297,148569,881,Lumpsum,149371,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Cheque,Verified
INV000363,148567,881,SIP,3497,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Net Banking,Verified
INV002793,125497,881,SIP,25457,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Net Banking,Verified
INV000532,100016,881,Redemption,310669,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Mandate,Verified
INV000933,119598,881,SIP,11370,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,Verified
INV000132,149322,881,SIP,4908,Karnataka,Bangalore,T30,46-55,Female,37.1,Cheque,Verified
INV001301,118633,881,Redemption,394642,Delhi,New Delhi,T30,26-35,Male,19.1,Net Banking,Verified
INV002422,120503,881,SIP,1912,Tamil Nadu,Chennai,T30,36-45,Male,20.5,UPI,Verified
INV000054,100016,881,SIP,500,Telangana,Hyderabad,T30,46-55,Female,37.5,UPI,Pending
INV000131,119551,881,Lumpsum,482270,Telangana,Hyderabad,T30,36-45,Female,16.8,Cheque,Verified
INV002555,119093,881,Lumpsum,148310,Gujarat,Ahmedabad,T30,36-45,Male,24.5,UPI,Verified
INV004692,120843,881,Redemption,156822,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,Verified
INV000665,100033,881,SIP,2827,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,Pending
INV001066,149323,881,SIP,2840,Haryana,Gurugram,T30,26-35,Male,23.2,Mandate,Verified
INV000403,120506,881,SIP,1740,Rajasthan,Jaipur,T30,18-25,Female,7.7,Cheque,Verified
INV001083,120843,881,Lumpsum,92618,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Net Banking,Verified
INV004476,118635,881,SIP,5512,Gujarat,Surat,T30,26-35,Male,9.3,Mandate,Verified
INV004443,119095,881,Lumpsum,438286,Maharashtra,Nashik,B30,26-35,Female,13.0,Cheque,Verified
INV004440,119599,881,Redemption,122504,Telangana,Hyderabad,T30,36-45,Male,33.5,Cheque,Verified
INV000074,120503,881,SIP,12235,Rajasthan,Jaipur,T30,26-35,Female,8.4,UPI,Verified
INV000445,100016,881,SIP,12897,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,Cheque,Verified
INV000302,118632,881,Redemption,307706,Telangana,Hyderabad,T30,36-45,Male,31.3,UPI,Verified
INV001015,100025,881,Redemption,23119,Haryana,Gurugram,T30,36-45,Female,21.1,Net Banking,Verified
INV004318,120841,881,Lumpsum,21249,Tamil Nadu,Coimbatore,B30,56+,Female,54.7,Cheque,Verified
INV000573,120503,881,SIP,8349,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,UPI,Verified
INV001399,120507,881,SIP,2769,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,Verified
INV004474,120844,881,SIP,4298,West Bengal,Kolkata,T30,46-55,Male,16.5,Net Banking,Verified
INV000575,102887,881,SIP,21363,Punjab,Amritsar,B30,26-35,Female,16.4,Cheque,Verified
INV000609,100025,881,SIP,970,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,Net Banking,Verified
INV000522,102886,881,Redemption,450200,Punjab,Chandigarh,T30,26-35,Female,10.8,Cheque,Verified
INV000114,149323,881,Redemption,260216,West Bengal,Kolkata,T30,36-45,Male,59.6,Cheque,Verified
INV000803,148569,881,SIP,1919,Karnataka,Mysore,B30,26-35,Female,20.6,UPI,Verified
INV002719,119093,881,Lumpsum,241922,Rajasthan,Jaipur,T30,18-25,Female,4.8,Mandate,Verified
INV003720,101206,881,SIP,572,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Mandate,Verified
INV003719,118636,881,SIP,11888,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Mandate,Verified
INV004464,125498,881,SIP,4632,Haryana,Faridabad,B30,26-35,Female,11.9,Net Banking,Verified
INV001650,120503,882,Lumpsum,232594,Madhya Pradesh,Indore,T30,36-45,Male,38.1,Net Banking,Verified
INV000279,125497,882,SIP,13210,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Mandate,Verified
INV004922,120504,882,Redemption,210970,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,Verified
INV001826,101207,882,SIP,1020,Punjab,Amritsar,B30,18-25,Male,4.7,Mandate,Verified
INV003665,120841,882,SIP,2536,Maharashtra,Nashik,B30,26-35,Female,11.8,Mandate,Verified
INV003343,100033,882,Lumpsum,74797,Telangana,Hyderabad,T30,36-45,Male,26.0,Net Banking,Verified
INV000088,100033,882,Lumpsum,156207,Delhi,Noida,T30,26-35,Male,20.4,Mandate,Verified
INV001795,149324,882,Lumpsum,298269,Madhya Pradesh,Indore,T30,46-55,Male,17.7,UPI,Verified
INV000258,119094,882,SIP,11103,Gujarat,Surat,T30,26-35,Male,11.6,Cheque,Verified
INV004137,120505,882,SIP,8244,West Bengal,Kolkata,T30,18-25,Female,6.2,UPI,Verified
INV004808,118632,882,SIP,12069,Uttar Pradesh,Kanpur,B30,36-45,Male,47.0,UPI,Verified
INV003716,125497,882,SIP,16272,Uttar Pradesh,Kanpur,B30,36-45,Male,37.7,Mandate,Verified
INV004888,118634,882,Lumpsum,119440,Delhi,Gurugram,T30,26-35,Female,6.7,Net Banking,Verified
INV003099,148569,882,Redemption,227717,Gujarat,Surat,T30,36-45,Male,14.4,Mandate,Pending
INV004270,119094,882,SIP,2540,Rajasthan,Udaipur,B30,18-25,Male,5.7,Net Banking,Verified
INV002395,118633,882,SIP,7547,West Bengal,Kolkata,T30,26-35,Male,13.0,UPI,Verified
INV002467,119551,882,SIP,2343,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,Verified
INV000241,148568,882,Lumpsum,445743,Telangana,Hyderabad,T30,26-35,Female,16.5,UPI,Verified
INV003115,120503,882,SIP,15800,Gujarat,Surat,T30,26-35,Male,23.9,Net Banking,Verified
INV001237,118636,882,SIP,48179,West Bengal,Kolkata,T30,26-35,Male,19.1,Net Banking,Verified
INV000105,119120,882,SIP,2534,Punjab,Chandigarh,T30,56+,Male,41.4,Cheque,Verified
INV000203,100033,882,SIP,7515,Maharashtra,Nashik,B30,26-35,Male,16.0,Cheque,Verified
INV000262,119093,882,SIP,5534,Telangana,Hyderabad,T30,36-45,Male,47.6,Cheque,Verified
INV004761,119598,882,SIP,1848,Madhya Pradesh,Indore,T30,26-35,Male,21.4,Mandate,Verified
INV000717,101208,882,Redemption,137619,Tamil Nadu,Chennai,T30,46-55,Male,44.9,UPI,Verified
INV003893,120843,882,SIP,16960,Karnataka,Bangalore,T30,46-55,Male,78.5,Net Banking,Verified
INV002259,119551,882,SIP,43862,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,Verified
INV003567,149323,882,Lumpsum,176044,Tamil Nadu,Chennai,T30,46-55,Male,76.1,UPI,Verified
INV000746,101206,882,Lumpsum,329559,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Cheque,Verified
INV000570,148569,882,SIP,51941,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Cheque,Verified
INV004870,102886,882,Redemption,303589,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,Verified
INV001662,148567,882,SIP,5334,Delhi,Gurugram,T30,36-45,Male,45.6,Net Banking,Verified
INV004408,125498,882,SIP,12597,Punjab,Amritsar,B30,26-35,Male,23.5,Mandate,Verified
INV004968,118636,882,SIP,1176,Delhi,Noida,T30,26-35,Male,22.2,UPI,Verified
INV002536,100016,882,Lumpsum,249795,West Bengal,Kolkata,T30,26-35,Male,11.9,Cheque,Verified
INV002003,119599,882,Lumpsum,491566,Delhi,New Delhi,T30,26-35,Female,20.1,Mandate,Pending
INV004295,119598,882,SIP,470,Karnataka,Bangalore,T30,36-45,Male,50.6,Cheque,Verified
INV003929,120843,882,Lumpsum,247049,Uttar Pradesh,Agra,B30,56+,Male,28.0,Mandate,Verified
INV001874,148568,882,Lumpsum,194920,Telangana,Hyderabad,T30,36-45,Male,21.3,Cheque,Verified
INV003847,102887,882,SIP,7669,Telangana,Hyderabad,T30,26-35,Male,19.7,Cheque,Verified
INV003763,120843,882,SIP,10229,Haryana,Faridabad,B30,26-35,Female,19.1,UPI,Verified
INV004475,120504,882,SIP,3358,Punjab,Amritsar,B30,26-35,Male,18.2,UPI,Verified
INV003200,120505,882,Lumpsum,97658,Punjab,Chandigarh,T30,46-55,Male,61.2,UPI,Verified
INV001604,100025,882,Lumpsum,412885,Haryana,Gurugram,T30,56+,Male,33.9,Net Banking,Verified
INV003913,119093,882,SIP,6411,Telangana,Hyderabad,T30,36-45,Male,51.7,Cheque,Verified
INV001336,149324,882,SIP,516,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,Verified
INV000605,119551,882,SIP,46223,Uttar Pradesh,Agra,B30,36-45,Male,35.6,Net Banking,Verified
INV002329,119599,882,Redemption,122346,Madhya Pradesh,Indore,T30,56+,Male,51.2,Cheque,Verified
INV000294,120503,882,Redemption,336190,Maharashtra,Nashik,B30,36-45,Female,30.8,UPI,Verified
INV003366,118636,882,SIP,2958,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Mandate,Verified
INV004452,118635,882,SIP,20174,Rajasthan,Udaipur,B30,26-35,Male,17.6,Net Banking,Verified
INV002295,120507,882,SIP,16326,Telangana,Hyderabad,T30,26-35,Female,17.9,Net Banking,Verified
INV003141,101206,882,SIP,16713,Maharashtra,Pune,T30,36-45,Female,40.1,UPI,Verified
INV003025,100016,882,SIP,5781,Gujarat,Surat,T30,26-35,Female,11.9,UPI,Verified
INV003243,118632,882,SIP,3558,Rajasthan,Jaipur,T30,18-25,Female,4.0,Cheque,Verified
INV000218,101207,882,SIP,8003,Karnataka,Mysore,B30,36-45,Male,18.8,Net Banking,Verified
INV001120,119094,882,SIP,3147,Karnataka,Bangalore,T30,36-45,Male,37.9,Cheque,Verified
INV004542,119095,882,SIP,439,Maharashtra,Pune,T30,36-45,Male,53.7,Net Banking,Pending
INV004508,100025,882,Redemption,233610,Punjab,Amritsar,B30,36-45,Female,36.5,Net Banking,Verified
INV000741,119095,882,SIP,43027,Rajasthan,Udaipur,B30,26-35,Male,17.4,Net Banking,Verified
INV004678,101206,882,SIP,1170,West Bengal,Kolkata,T30,36-45,Female,15.3,UPI,Verified
INV002800,118636,882,SIP,407,West Bengal,Kolkata,T30,36-45,Male,51.9,Net Banking,Pending
INV000054,100016,882,Redemption,205457,Telangana,Hyderabad,T30,46-55,Female,37.5,Mandate,Verified
INV000348,119552,882,Lumpsum,246596,Madhya Pradesh,Bhopal,B30,46-55,Female,94.4,Net Banking,Verified
INV003872,100033,882,SIP,2115,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,UPI,Verified
INV001436,119598,882,Redemption,206643,Delhi,New Delhi,T30,26-35,Male,9.7,UPI,Verified
INV001397,120504,883,Lumpsum,294145,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,Verified
INV002886,119120,883,SIP,23677,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Net Banking,Verified
INV001174,149323,883,Redemption,314812,Maharashtra,Nashik,B30,36-45,Male,12.7,Mandate,Verified
INV003362,119093,883,Redemption,183163,Karnataka,Bangalore,T30,36-45,Female,22.6,Mandate,Verified
INV004298,120507,883,SIP,5366,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Cheque,Verified
INV002647,119598,883,SIP,21407,Rajasthan,Jaipur,T30,46-55,Male,87.0,Net Banking,Verified
INV001484,149322,883,Lumpsum,384239,Tamil Nadu,Chennai,T30,36-45,Male,13.1,Net Banking,Verified
INV000730,119095,883,Lumpsum,80779,Maharashtra,Mumbai,T30,26-35,Male,19.5,Mandate,Verified
INV001650,120843,883,SIP,22679,Madhya Pradesh,Indore,T30,36-45,Male,38.1,UPI,Verified
INV003821,118633,883,SIP,16168,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Verified
INV000438,118636,883,SIP,1041,Delhi,New Delhi,T30,26-35,Male,11.6,UPI,Verified
INV004056,118635,883,SIP,15782,Haryana,Gurugram,T30,26-35,Male,8.3,UPI,Verified
INV004617,120844,883,SIP,1122,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,Verified
INV002250,120503,883,SIP,48280,Telangana,Hyderabad,T30,36-45,Male,20.4,Cheque,Verified
INV001699,102886,883,SIP,9908,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Cheque,Verified
INV002256,120504,883,SIP,2411,Rajasthan,Jaipur,T30,46-55,Male,49.6,UPI,Verified
INV004410,120844,883,SIP,15086,Tamil Nadu,Chennai,T30,36-45,Male,45.5,UPI,Verified
INV003219,118635,883,Redemption,196331,Maharashtra,Pune,T30,46-55,Male,57.8,Net Banking,Verified
INV003275,118633,883,Redemption,101629,Uttar Pradesh,Agra,B30,26-35,Female,8.1,Cheque,Verified
INV004659,149324,883,Lumpsum,216890,West Bengal,Kolkata,T30,18-25,Female,3.3,Mandate,Verified
INV000508,120507,883,Lumpsum,140533,Karnataka,Bangalore,T30,36-45,Female,12.8,Mandate,Verified
INV000667,120844,883,Lumpsum,227537,Telangana,Hyderabad,T30,26-35,Male,7.5,Mandate,Verified
INV004693,120843,883,SIP,8095,Maharashtra,Nashik,B30,36-45,Male,44.9,Net Banking,Verified
INV000677,119552,883,Lumpsum,103936,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,Verified
INV000318,118635,883,SIP,8866,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,Net Banking,Verified
INV004531,120504,883,SIP,885,Haryana,Gurugram,T30,26-35,Male,8.4,UPI,Verified
INV000310,148568,883,Redemption,248595,Delhi,Noida,T30,36-45,Male,58.4,UPI,Verified
INV003449,100033,883,SIP,15878,Gujarat,Ahmedabad,T30,56+,Male,10.0,Cheque,Verified
INV001051,100016,883,SIP,2090,Haryana,Gurugram,T30,26-35,Male,8.2,Net Banking,Verified
INV004004,120507,883,Lumpsum,52059,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,Verified
INV000291,119093,883,SIP,894,Madhya Pradesh,Indore,T30,18-25,Female,6.2,Mandate,Verified
INV002333,120842,883,SIP,7414,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Cheque,Verified
INV003813,120505,883,SIP,478,Rajasthan,Udaipur,B30,36-45,Male,23.6,Net Banking,Verified
INV001550,101207,883,SIP,11335,Punjab,Chandigarh,T30,18-25,Male,4.1,Net Banking,Verified
INV000256,125498,883,Lumpsum,245152,Delhi,New Delhi,T30,36-45,Male,14.0,Cheque,Verified
INV001491,149322,883,Redemption,86689,Tamil Nadu,Chennai,T30,56+,Male,78.5,Net Banking,Verified
INV003110,100016,883,SIP,878,Rajasthan,Jaipur,T30,26-35,Male,9.0,UPI,Verified
INV002898,101207,883,SIP,4124,Maharashtra,Pune,T30,26-35,Female,8.1,Mandate,Verified
INV003068,148567,883,Redemption,52787,Delhi,New Delhi,T30,26-35,Male,11.6,UPI,Verified
INV001298,120503,883,Redemption,182077,Delhi,Gurugram,T30,26-35,Female,24.4,Net Banking,Verified
INV001611,102885,883,Lumpsum,104307,West Bengal,Kolkata,T30,18-25,Female,7.4,Net Banking,Verified
INV000553,119551,883,SIP,3232,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,Verified
INV001769,118633,883,SIP,12856,Punjab,Chandigarh,T30,18-25,Male,7.4,Mandate,Verified
INV000072,148568,883,SIP,14832,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Mandate,Verified
INV002322,125497,883,SIP,2278,Tamil Nadu,Chennai,T30,18-25,Male,3.3,UPI,Verified
INV004243,119552,883,SIP,4557,Punjab,Amritsar,B30,36-45,Female,38.7,Mandate,Verified
INV003780,118633,883,SIP,480,Haryana,Faridabad,B30,26-35,Male,10.1,Mandate,Verified
INV002261,101208,883,SIP,5577,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Net Banking,Verified
INV002225,119551,883,SIP,4279,Punjab,Amritsar,B30,46-55,Male,86.2,Mandate,Verified
INV000102,102887,883,SIP,57404,Gujarat,Surat,T30,26-35,Male,21.9,Net Banking,Pending
INV004475,119598,883,Redemption,44222,Punjab,Amritsar,B30,26-35,Male,18.2,UPI,Verified
INV000874,149323,883,SIP,2687,Tamil Nadu,Chennai,T30,56+,Male,19.1,Net Banking,Verified
INV004934,119094,883,Redemption,407312,West Bengal,Kolkata,T30,26-35,Female,22.0,Mandate,Verified
INV002178,100033,883,SIP,16420,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Cheque,Verified
INV002598,118633,883,SIP,15256,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,UPI,Verified
INV002393,119551,883,Lumpsum,531194,Madhya Pradesh,Bhopal,B30,26-35,Female,15.2,Mandate,Verified
INV001602,119093,883,Lumpsum,438224,West Bengal,Kolkata,T30,36-45,Male,27.0,UPI,Verified
INV001157,101206,883,Lumpsum,232121,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Net Banking,Verified
INV002323,120842,883,Redemption,17449,West Bengal,Kolkata,T30,36-45,Female,33.7,Cheque,Verified
INV003945,118632,883,SIP,2300,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Cheque,Verified
INV003402,120503,883,SIP,20047,Telangana,Hyderabad,T30,26-35,Male,20.5,Net Banking,Verified
INV004147,120844,883,SIP,1034,Madhya Pradesh,Bhopal,B30,26-35,Female,10.1,Net Banking,Verified
INV003972,102886,883,Lumpsum,238019,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Net Banking,Verified
INV002802,119551,883,SIP,3387,Gujarat,Surat,T30,36-45,Female,32.8,Net Banking,Verified
INV000007,149322,883,SIP,49792,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Cheque,Verified
INV004573,148567,884,SIP,4146,Madhya Pradesh,Indore,T30,36-45,Female,36.8,Mandate,Verified
INV003787,119095,884,SIP,7975,Karnataka,Mysore,B30,46-55,Male,29.3,Cheque,Verified
INV002905,120504,884,SIP,9151,Tamil Nadu,Chennai,T30,36-45,Female,32.4,Mandate,Verified
INV003041,119552,884,SIP,2198,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,Mandate,Verified
INV001591,149322,884,Redemption,418681,Rajasthan,Jaipur,T30,56+,Male,28.1,UPI,Verified
INV002805,101206,884,SIP,10084,Maharashtra,Mumbai,T30,26-35,Female,14.5,Net Banking,Verified
INV000988,148569,884,Lumpsum,233972,Rajasthan,Jaipur,T30,36-45,Male,28.7,Net Banking,Verified
INV004355,120505,884,SIP,933,Haryana,Gurugram,T30,18-25,Male,5.6,Net Banking,Pending
INV001432,102886,884,SIP,11717,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,Net Banking,Verified
INV003174,101207,884,Lumpsum,314798,Tamil Nadu,Chennai,T30,26-35,Female,10.0,UPI,Verified
INV003366,148568,884,Lumpsum,274000,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Mandate,Verified
INV003480,119598,884,SIP,6923,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Mandate,Verified
INV000800,119093,884,Lumpsum,507240,Delhi,New Delhi,T30,36-45,Female,58.8,Net Banking,Verified
INV002019,118635,884,SIP,5756,Delhi,New Delhi,T30,36-45,Male,19.8,Cheque,Verified
INV002123,118633,884,Lumpsum,543790,West Bengal,Kolkata,T30,26-35,Male,14.7,Cheque,Verified
INV004332,101206,884,SIP,3475,Haryana,Faridabad,B30,36-45,Female,52.1,UPI,Verified
INV002174,101206,884,SIP,20762,Gujarat,Ahmedabad,T30,36-45,Male,25.1,Net Banking,Verified
INV001802,119552,884,Lumpsum,325254,Punjab,Chandigarh,T30,46-55,Male,77.7,UPI,Verified
INV003660,100033,884,Redemption,372713,Delhi,Noida,T30,26-35,Male,6.8,Cheque,Pending
INV001235,120505,884,SIP,5580,Haryana,Faridabad,B30,26-35,Male,19.3,Cheque,Verified
INV002794,119552,884,SIP,2093,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Net Banking,Verified
INV001580,101208,884,Lumpsum,13783,Punjab,Chandigarh,T30,26-35,Male,18.7,Cheque,Pending
INV003437,125497,884,SIP,12674,Punjab,Amritsar,B30,46-55,Female,51.0,UPI,Verified
INV003453,118633,884,SIP,3210,Punjab,Chandigarh,T30,36-45,Male,56.3,Net Banking,Verified
INV002437,118633,884,SIP,1102,Haryana,Faridabad,B30,26-35,Male,24.8,Mandate,Verified
INV000079,118632,884,SIP,6588,Gujarat,Surat,T30,26-35,Male,17.0,Cheque,Verified
INV003012,118634,884,SIP,47809,Madhya Pradesh,Indore,T30,36-45,Male,41.8,Net Banking,Verified
INV000514,119094,884,SIP,2430,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,Pending
INV003859,120841,884,SIP,8919,Karnataka,Bangalore,T30,36-45,Male,28.5,Mandate,Verified
INV003211,118632,884,SIP,16268,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified
INV000091,119092,884,SIP,2329,Haryana,Gurugram,T30,26-35,Male,14.6,Net Banking,Verified
INV002216,119599,884,SIP,909,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Verified
INV004640,119599,884,SIP,9615,Telangana,Hyderabad,T30,36-45,Male,46.5,Net Banking,Verified
INV004968,119552,884,Redemption,157906,Delhi,Noida,T30,26-35,Male,22.2,UPI,Verified
INV001695,148569,884,Redemption,434660,Punjab,Amritsar,B30,36-45,Male,24.0,Mandate,Pending
INV001043,148568,884,Redemption,387583,Haryana,Gurugram,T30,18-25,Male,7.8,Cheque,Verified
INV003958,101206,884,Redemption,199983,Haryana,Faridabad,B30,18-25,Male,6.6,UPI,Verified
